MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,F0,ZCR,Gender
-213.40887,137.211,-34.755608,73.99837,-37.38974,-26.997948,-0.29012167,-23.090399,-0.17930639,-17.357075,-5.5533514,-10.562122,-12.498056,-0.96972656,-12.476391,-3.5339139,-4.817672,-3.9136982,-5.1930647,-11.99128,289.81517334826043,0.064697265625,0
-160.08466,192.05247,-50.600986,32.157967,-3.5169697,5.1214666,-11.275157,-27.82436,13.654984,-12.552267,3.3989806,10.8690195,-6.0599065,7.4056854,-6.9374447,-1.4050878,4.0336423,-2.8696392,-2.1853108,-12.974922,259.14316752373264,0.043304443359375,0
-236.48997,127.694466,-40.016403,61.16526,-8.380521,-27.3004,6.7045317,-29.881695,-12.839144,-10.523226,-13.377719,0.38410425,-8.67062,-0.6645489,-5.50191,-10.684317,-1.1584448,-10.442381,-3.5758104,7.4378242,370.7814738915547,0.09039306640625,0
-203.19717,166.45383,-50.016243,46.83053,2.422657,-28.53192,-10.678246,-35.233643,-5.552308,-14.974039,-26.27061,0.021902323,-8.849107,-6.8883805,-10.586051,-6.648381,7.140641,-15.309811,-0.6740195,12.109221,167.03403937748155,0.05145263671875,1
-257.8996,151.32877,-40.694744,20.730015,-15.792057,-3.5845416,1.5440099,-19.08874,14.614508,8.327177,1.683218,-9.399839,-12.305307,5.255295,-13.100811,-9.979534,0.8144955,-5.120522,-1.1770959,-7.569806,155.38232241581693,0.096343994140625,1
-178.5697,119.76976,-32.172916,82.3733,-43.32338,-13.305998,9.446493,-27.044743,-2.575266,-20.098635,0.6327745,-3.360867,-9.171298,-3.8801734,-20.122696,-6.0558047,-9.007365,-3.1655853,9.583866,15.009199,414.9107367765415,0.06744384765625,0
-218.56325,155.21695,-63.204323,69.72038,-32.314774,-12.7582,-1.7850482,-36.70806,12.868713,-9.142345,-1.5987096,2.9761014,-9.78978,-1.7990739,-11.412874,0.60649383,-4.761905,-0.9688944,6.345646,-7.748768,306.2953208102843,0.087005615234375,0
-254.70258,118.17975,-18.51368,22.996328,-24.74454,-13.755603,-11.959089,-17.203415,2.0824547,-19.585222,-12.690117,-13.931843,-25.477695,-17.523521,-14.791897,-13.82996,-9.811016,3.8756886,-0.13757563,-1.438247,392.244439495561,0.106536865234375,0
-180.86621,176.31088,-62.09308,61.7872,-7.959511,-9.312278,-9.324109,-29.613768,6.4790707,-14.295119,-0.26052272,-7.4411507,-11.418833,12.96492,-17.844284,-12.949451,5.2611938,-8.137503,-5.7625732,-0.1348387,182.63533369657847,0.042144775390625,1
-203.92166,190.06845,-51.187317,22.852783,-15.203708,-21.086243,5.7354574,-11.974945,5.16572,5.241888,2.2737055,-8.164516,-12.362574,8.569829,-2.5011969,-6.993123,-3.382115,-11.626064,-2.9768538,0.6279393,171.7975239574969,0.06951904296875,1
-298.4319,163.45825,8.3667145,19.974234,6.2305655,-9.127616,-6.215829,-14.373538,-3.6290874,-8.1639,-15.606398,-4.003782,-8.776212,-9.71137,-2.0268376,-7.515392,-10.173502,-5.8836145,-3.2515612,-1.0002682,311.7463453782887,0.043731689453125,0
