MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,F0,ZCR,Gender
-228.15099,168.0134,-43.93255,64.571976,6.0561366,-16.278234,-4.2887826,-24.657907,-7.601467,-24.277552,-10.13814,-3.6530085,-18.56948,2.4976277,-5.139065,-9.760321,2.7094302,-3.5493886,-5.974165,-1.3010004,147.12968095957547,0.06158447265625,1
-220.039,150.65262,-67.57759,65.894714,-27.422543,-14.647695,1.3872824,-36.415115,10.178133,-22.739552,-19.58965,1.6690722,-13.641707,1.8636346,-14.897116,-17.49234,-5.619292,-9.6621,-7.338106,-15.5773325,214.12835338241777,0.072845458984375,1
-234.75806,142.63608,-17.160126,82.70813,-7.131341,-20.164202,7.4218683,-24.978548,-5.32615,-19.508083,-13.64114,-1.3246174,-15.26875,3.6870403,-6.0540333,-12.266737,1.8330787,-7.115572,-5.9608173,-5.0510716,203.143971569174,0.051116943359375,1
-235.26782,144.69104,-32.801697,24.57616,-44.49877,-19.89682,-9.863856,-24.914547,-1.4797705,-21.433556,-8.455292,-10.324485,-13.583185,-1.126393,-22.674969,-21.518047,-6.132171,-1.5088856,0.4152491,1.0666745,353.3156651489774,0.107818603515625,0
-244.29727,162.96098,5.501429,35.110367,-18.623575,-14.801094,8.198698,-21.537853,-27.070585,-11.72612,1.4557775,-6.333074,4.126427,0.34773177,-20.102936,0.0057002306,-4.6313868,-11.9745655,0.36400813,-12.179529,278.7635157037811,0.054412841796875,0
-202.60837,171.633,-20.630074,42.168335,-8.302231,5.778162,20.906002,-15.153162,10.808872,-5.4142075,-10.557589,6.1622477,-5.676486,0.06994617,-4.0590734,-4.1073875,0.66591954,-7.4846435,-4.036724,-5.6322803,144.3610023916315,0.0380859375,1
-269.96445,167.9755,-21.71963,46.55001,-12.909851,-0.9632646,12.268038,-19.350067,-1.2136922,-17.205101,-6.708138,1.0666339,-11.228227,-0.4168045,-7.660509,-6.6721764,-4.0577507,-5.483308,-0.027873516,-1.2763255,162.90508733429513,0.036163330078125,1
-184.95047,173.91763,-58.20607,59.477566,-17.913116,-22.111706,-1.6358308,-26.946878,2.7039933,-18.04784,-4.5808935,-2.3347898,-18.220634,9.235119,-14.777972,-15.505087,2.1078033,-15.561819,-6.5729427,-6.426614,161.005664649218,0.041168212890625,1
-273.16144,160.73584,11.503506,74.84059,6.447912,-8.952923,-7.942221,-18.81541,8.794056,-8.250809,-0.50834155,0.9781685,-8.4356165,10.014543,-4.467924,-9.977451,-2.059215,-7.134719,-6.828893,-6.6225357,147.479317184641,0.05926513671875,1
-249.04398,196.91727,-31.918789,28.226181,-20.136936,-12.613022,14.680866,-23.14374,5.7928796,6.3243303,-13.196056,-0.6401048,-1.1967916,-2.2115116,-7.258304,-4.7932854,-2.2991476,-6.016081,-0.7197896,-7.4155884,147.48170525085425,0.045989990234375,1
-193.20181,166.65271,-24.477573,49.14409,6.6068563,21.61325,-1.6262625,-18.946716,3.3495398,-21.89,-3.7283688,-6.8078833,-10.538765,3.7089658,-9.593326,-0.028823853,1.7026768,-8.15253,-3.0037842,-4.185825,164.96196775988122,0.03582763671875,1
-235.37677,175.16891,-13.822947,52.991436,-8.333778,-10.336889,-7.205452,-23.896303,-3.5312984,-5.5997343,2.9744267,-7.712161,-2.2326393,8.9680605,-2.9916253,0.26786262,-4.5987005,-1.8876337,-1.6935577,-6.9675317,230.5163523977357,0.0545654296875,1
-213.81082,130.43073,-46.946415,67.77516,-43.520836,-19.438013,7.698884,-21.67273,9.967432,-9.090871,-9.397175,-15.9138775,-3.489512,3.636379,-20.283108,-1.104567,-6.907307,-8.794743,-3.5010958,-12.250704,297.1850483967036,0.0614013671875,0
-234.68916,122.218506,-42.467987,61.106464,-21.77185,-33.7668,-12.832919,-12.149834,15.999662,-19.139122,-9.33689,-2.2447689,-16.685064,-4.5702453,-16.743763,-8.563971,-6.728943,-15.243757,-5.7054396,-4.266868,391.8565316464034,0.156768798828125,0
-240.75746,149.48715,-10.117146,38.502586,2.1717553,-0.15022469,8.480725,-21.213923,-6.009677,7.4083085,7.6859446,-7.8652873,-9.903355,4.9553747,-7.487491,-5.0318613,-1.0123334,-5.950823,-2.0010722,-8.844614,152.1256019913878,0.05047607421875,1
-335.8216,181.00607,40.928688,-12.977955,-20.073616,-6.6597414,-5.97535,-10.2478285,-10.431736,-16.326376,-7.877389,1.4129708,1.1819948,-1.9125161,-9.727574,-10.422042,-9.989417,-11.683332,-11.444632,-10.328934,323.36981317370663,0.03436279296875,0
-229.7167,159.95575,-6.5250134,47.77041,-19.677397,-35.394337,-8.613399,-16.032682,2.5098126,-13.111103,-16.39452,-3.5489917,-11.598965,-12.583534,-12.435511,-7.8495913,-7.9858813,-7.4866204,-3.2599177,1.145875,366.19266594380986,0.04010009765625,0
-187.32578,172.39114,-14.462251,54.20828,5.6131353,-2.6968496,-4.437083,-23.515406,16.176638,3.8066351,-2.5181947,7.495816,11.503151,17.826221,-12.869358,-1.0309174,15.356542,-2.1469579,4.669543,-11.18881,158.98510877781615,0.035003662109375,1
-244.52246,153.13518,-16.13766,52.390675,-2.6354914,-4.469545,19.799925,-0.944456,5.3040485,1.6524355,8.199718,1.9540048,0.78043115,8.439951,-5.6907005,0.07786453,-2.3031216,-6.4886956,-1.1218932,-9.753529,145.147871181184,0.042938232421875,1
-179.53192,172.5418,-35.193848,49.415344,-24.48856,-8.911678,7.094164,-20.211205,6.285626,-15.144884,-10.913947,-2.5011585,-11.575422,-6.4061184,-9.88921,-5.4214115,-9.980633,-5.2776165,-0.91808957,-4.821047,319.2144706842656,0.054412841796875,0
-247.12842,198.21713,-37.529972,42.097633,11.587805,-5.2414784,23.413616,4.6975536,4.9376917,-1.6123369,-0.38141966,2.5097158,-0.55111325,6.007472,-1.3960545,-0.11268389,3.3267632,1.9939258,7.4675703,5.446724,0.0,0.035919189453125,1
-258.00674,119.43254,-34.091957,103.327515,-13.241737,-46.267952,-3.4393175,-27.237679,-5.1669073,-28.774632,-18.158237,-5.557064,-28.520454,7.408991,-4.7031803,-14.742423,9.592365,-5.470891,3.6483884,3.4153032,148.6770528291953,0.063568115234375,1
-339.89224,144.62958,35.079792,36.45545,5.7911835,13.430677,24.834312,1.5085307,4.56374,5.544877,0.8762751,0.91583174,0.6620433,2.1430228,-4.359977,-1.7726431,1.4087535,-1.8010304,0.5247024,-1.7406976,91.49826779516316,0.0250244140625,0
-269.91293,184.87213,-24.959505,46.385784,0.3672862,-23.365637,-17.939682,-19.093513,7.9278955,-9.710992,-5.4580126,-2.3959036,-2.2488513,7.618077,-19.350348,-7.650428,3.324389,-11.887522,-0.2935639,-5.183077,200.929771524264,0.048797607421875,1
-242.6441,171.24722,-17.249367,8.541359,-14.461567,-23.161568,-10.776051,-41.11734,-23.344013,-12.545511,-30.394775,-16.68291,-10.723288,-13.217359,-12.556842,-10.600015,-2.6595356,-7.876666,-3.3516273,1.4664675,258.94203608992774,0.043243408203125,1
-295.8357,182.49043,-61.45287,-7.803912,8.262253,-28.759256,-25.678766,-30.921492,-19.422878,-7.448696,-13.647743,-23.507633,-26.76454,-8.539314,-8.400496,-18.832594,-6.4266844,-4.6533175,-6.809338,-2.8465743,167.19304181805413,0.04754638671875,1
-235.32162,131.72066,-59.529404,57.452873,-36.133667,-33.078182,-10.12492,-38.375996,-24.877964,-28.437004,0.6924593,-8.423443,-15.123514,-2.8043332,-21.8227,-11.781987,-10.50432,-11.489578,-4.0894804,-12.614873,282.267026021293,0.08050537109375,0
-220.82112,120.29042,-36.681038,103.0943,-18.875706,-17.787766,4.364526,-23.75701,1.260792,-26.001553,-14.843317,-7.7275534,-10.777051,1.5065928,-7.9138746,-3.7111378,-3.33903,-4.29125,-5.065753,-2.9665847,185.51053432377608,0.146728515625,1
-262.77798,180.54185,-9.682292,35.375465,-19.410595,-33.37198,-6.2803574,-38.278522,-15.762497,-1.0088065,-16.529995,-5.946694,-4.0383677,-4.852619,-8.475288,-16.80685,-14.304391,-16.283207,-12.925323,-3.005901,141.2836216707648,0.037261962890625,1
-276.49573,121.77655,-1.4519774,75.95619,-12.164547,-36.555542,-18.117466,-14.247829,-0.839922,-20.306194,-2.4596643,-0.55720043,-6.3319507,-1.170204,-13.288076,-3.0863075,-7.4502316,-8.8340645,-0.72051495,-12.503641,266.9010792036352,0.078216552734375,0
-321.53143,175.63533,-26.415092,49.09828,4.496411,-24.605068,-8.512903,-27.032532,-0.7296672,-5.4869895,-17.90424,-4.49836,-6.78458,7.8684406,0.06830549,-11.474806,3.3931437,-5.6640453,-4.929956,3.278229,0.0,0.064178466796875,1
-242.43008,141.71475,-25.397793,50.446747,-16.33379,-31.225084,-13.225857,-29.475704,4.0730667,4.6715503,-8.076668,-5.3999395,-2.1287456,-5.4679403,-9.59249,0.34548378,-8.610734,-7.2587633,1.494103,-6.3179426,290.6343562596623,0.05419921875,0
-233.26042,170.43867,-50.6055,29.539629,-5.890068,-35.9373,-1.0720057,-19.521694,-11.772615,2.765595,-15.985505,-18.465687,-5.3580875,-11.841692,-15.666086,-3.9698014,-7.1947994,-6.576288,-2.511529,-6.5955095,326.48026183387066,0.04443359375,0
-243.99098,140.4178,-5.806178,73.91204,8.660959,-9.618806,16.760992,0.8833028,7.7102427,-6.9637556,2.5538616,5.914727,-13.908028,4.973536,3.4630365,-8.846937,1.0164912,1.9959984,-1.8477669,-2.059147,120.97717269178342,0.037628173828125,0
-276.53998,144.25986,7.5067554,53.46369,-8.701912,-12.755993,3.330306,-25.75845,-13.2048435,-9.0015545,-11.949892,-16.488256,-10.340467,0.38492727,-10.133821,-4.2004204,-3.9101982,-8.275398,-2.4647257,-9.260324,265.8096988948787,0.064453125,0
-221.86028,131.75937,-38.11171,43.801464,-10.4859085,-31.502722,-2.8027532,-13.580883,-0.8487258,-20.527653,-18.547138,3.4031262,-13.915323,-11.398144,0.07086766,-6.105362,-12.1057205,-7.072147,-3.2430744,-11.147505,352.7268374727549,0.08831787109375,0
-193.08902,161.87857,-58.776314,65.35177,-52.900085,0.15912962,-1.8766898,-24.478626,26.068281,-21.296598,-0.26826394,1.2052801,-2.449387,3.1046164,-21.258844,-1.5624194,-11.028908,-12.198402,-2.6316426,-6.788159,0.0,0.158538818359375,0
-193.16058,175.52066,-18.449772,36.45447,-34.640167,5.893959,18.972097,-25.735931,-0.52197194,3.4799104,4.3242517,-3.8636122,-8.1451235,-3.2045052,-6.142698,-5.9739175,-5.4936466,-1.5870818,-12.4953,-5.4911284,202.5561107296713,0.09063720703125,1
-200.95856,190.4369,-69.5748,13.441269,-11.087358,-38.060883,-7.1047964,-13.443215,1.2866913,2.305039,-2.7811224,-4.763467,-6.8565655,3.472548,-7.4689927,-6.1324015,-1.320699,-11.880442,-1.565908,-3.1832943,259.95540450796625,0.073974609375,0
-282.16,186.51765,17.922878,10.620424,-26.184263,-14.345335,-12.855579,-33.130455,-12.066538,-5.316207,-4.6742525,-8.167511,-2.05348,-1.7337346,-15.623431,1.5332539,-6.6553936,-19.290028,-0.41757834,-4.873023,280.2407774058896,0.0443115234375,0
-102.70782,159.87914,-102.61056,74.727684,-43.335213,15.339861,-6.2410517,-31.213715,17.000763,-25.80984,2.1611044,-5.2386293,-5.762583,4.9550257,-17.18749,-9.647676,-7.2153616,-10.684403,-11.569044,-11.374832,0.0,0.162506103515625,1
-232.2296,124.0762,-0.43173718,53.77585,-14.854755,-18.303665,-1.5749915,-16.264898,3.578722,-16.723776,-13.96908,2.0397358,-13.719561,-8.384867,-3.3032565,-11.727398,-13.228571,-5.4538784,-6.7629967,-8.815945,363.943105969879,0.078521728515625,0
-137.52112,171.9264,-73.319595,49.01388,-0.2746296,42.728172,6.52315,-34.777428,-0.44701707,-20.194324,15.497644,6.105008,-12.931218,-5.003459,-13.864243,-4.313991,-9.043076,-8.036913,-9.346821,-8.177551,68.46353740424738,0.095733642578125,0
-263.9809,103.99196,-3.6756546,57.521618,7.8503556,3.2154531,4.928054,-18.719645,6.5838842,-6.9855576,-19.007107,-8.7559,-3.4938068,-4.019412,-21.415432,-12.665588,-9.167049,-17.862381,-7.8964186,-9.678143,289.8509034420733,0.031494140625,0
-230.3025,184.35306,-39.639458,71.03841,-2.8049588,15.996424,-9.940617,-20.37622,21.626677,-20.933716,1.0038283,-4.4120727,-13.071814,6.201012,-14.666147,-6.0761676,-0.53368676,-6.0555067,-3.8570142,0.6785922,0.0,0.048431396484375,1
-347.67517,111.4314,6.827509,51.10003,-14.132537,-11.936166,13.163209,-5.795247,-5.339594,-7.945294,-0.9167461,-10.706306,-9.822048,3.7125661,-15.072035,-9.483827,6.1466365,-4.009372,-4.5599422,-1.3964623,134.30811195646874,0.105743408203125,1
-295.70712,144.32556,6.967061,27.971066,-8.938407,-21.443367,-12.1203165,-16.408524,6.6534195,-3.4188404,-20.699167,-5.439068,-4.03872,-14.205684,-7.69566,-4.4169726,-8.005795,2.3762527,-0.7591698,-5.501294,288.63180643813,0.049468994140625,0
-219.64345,229.37439,-43.040188,11.725568,-24.919857,-13.93675,-4.604241,-31.595905,11.458361,8.860674,-5.6748285,-13.183908,-13.686501,7.6878357,-12.086437,-15.092156,-10.360784,-17.313065,0.96758556,-6.627364,0.0,0.059417724609375,1
-218.36954,127.230576,-47.269836,93.68822,4.891193,-22.31586,24.667723,-5.153551,-5.6481466,-15.750344,-8.379795,-5.500408,-20.092575,-7.7959948,-9.040794,-6.9851966,-3.268176,-11.508337,-4.5511255,-0.27907115,223.82157884130896,0.070465087890625,1
-266.98755,132.22179,19.36632,73.85501,-61.22411,-18.041073,6.322747,-38.12735,-3.6693282,-16.071867,-15.814352,-18.835623,-13.41981,5.7423635,-16.651415,-10.3183975,-2.387464,-14.619528,-11.842724,-11.0512085,319.4461399566034,0.089324951171875,0
-272.64923,131.20477,-67.02703,70.85435,-13.268551,-10.073267,17.331615,-16.58398,14.642128,-7.2211504,-3.0324423,1.1409897,-19.576408,-0.7501197,-15.288211,-18.448507,-2.8232305,-11.9664955,-5.888298,2.7859426,154.71221104943922,0.135650634765625,1
-192.77841,173.20093,-32.9346,34.84224,-10.251722,-2.4460764,-10.719002,-31.41569,-7.181885,-15.952341,7.3603983,8.259106,-0.5757481,3.0592825,-12.714123,-3.2809048,-6.0035267,-6.103626,0.5843717,-14.934654,302.4348318484021,0.05047607421875,0
-234.31815,151.36328,-2.3096638,63.09548,-17.894245,-5.669158,-1.6118218,-23.19659,-0.45177436,-31.589108,-13.886447,-9.745325,-20.300125,-1.5969043,-17.545212,-7.227506,-8.357046,-20.835743,-4.3392324,-10.828253,163.1520582022368,0.064239501953125,1
-210.01428,170.828,-56.665066,34.366768,-28.675396,-19.291092,4.563662,-35.07953,2.9482462,1.4164099,-4.4936275,-0.8845497,-16.958221,0.40005773,-5.056863,-14.062828,-0.028478086,-6.2098465,-7.7422323,1.6524647,161.05910924566425,0.0731201171875,1
-243.5657,150.84894,-8.862511,39.779873,-44.11027,-24.253366,-9.526163,-29.14227,7.225715,-14.928358,-15.558354,-3.4200058,-13.645793,-11.136547,-3.2030268,7.188171,-6.487426,-1.2160064,6.0004663,-7.403845,292.90688496486456,0.0606689453125,0
-280.62292,165.84439,-1.5263753,39.746265,0.5151073,-2.1599946,-5.080449,-35.482533,-4.1577616,-3.7751389,-16.629179,-12.656877,-14.875235,-2.5888133,-7.2600603,-13.520429,0.13793314,-2.9958005,-5.953536,-2.9615862,162.47856942799112,0.031524658203125,1
-232.3158,136.56522,-42.990253,30.18446,-40.330105,-26.885406,1.4649373,-22.33271,5.703806,-8.832285,-13.513331,-7.3671446,-10.340212,-3.93388,-16.133831,-4.885986,-3.5400221,-14.92293,-1.1410713,3.6716275,379.7933887160089,0.095123291015625,0
-333.77042,138.70953,11.35527,29.028465,14.799355,16.549112,-4.5529118,-38.59872,-19.156033,-17.062271,-7.23901,-9.772298,-32.31701,-3.7586417,0.46556735,-7.4751925,8.929735,-9.407581,-11.017978,-3.0474691,168.52076207925208,0.045623779296875,1
-291.8573,186.84204,-4.0715456,22.823734,-20.126263,-34.94408,-3.492321,-25.603535,-16.716995,-4.6924934,-12.056885,-1.1113822,-6.8968477,-8.944111,-0.99210596,-12.012445,-8.246361,-0.4726811,-7.5388293,-2.5895677,236.7548618210305,0.057586669921875,0
-199.2916,154.79126,-27.03276,71.13578,-27.398579,-1.2599814,-23.139057,-33.36368,12.8113365,-36.359016,-8.375164,-5.980222,-16.786953,4.361113,-19.802624,-5.8025055,-6.9222803,-23.07101,-7.448837,-9.132332,146.37642845027827,0.05145263671875,1
-224.77652,163.54227,-67.36524,14.381808,-16.939709,-25.192936,-16.230947,-21.027615,-4.80419,-27.322554,-12.799423,-5.4909945,-20.505287,-13.384453,-21.513725,-10.05942,-0.28899193,-13.877939,-5.630058,-2.4894462,243.51306277930425,0.0548095703125,0
-275.93817,157.57953,-51.433952,35.896492,-5.9046054,-33.569164,-11.552199,-7.3022804,-7.74224,-23.355652,-6.980239,-2.8554971,-7.1731386,-5.863285,-11.767864,-3.4357672,-10.599083,-14.70083,-3.2999258,-7.377413,291.4938364994565,0.098907470703125,0
-202.14142,162.1849,-62.925488,40.014053,-27.98193,-57.942207,0.19201338,-12.163336,-19.35308,-17.136547,-7.386698,-10.074219,-5.776928,-0.91767395,-29.041649,-12.410244,5.529487,-7.412176,-5.005604,-10.737049,316.3757433844067,0.071533203125,0
-188.21541,204.6481,-49.812035,52.615585,-3.8508084,-4.171816,19.656494,-4.656395,9.138831,4.527229,10.575211,2.5961957,0.11585963,8.06059,0.94695556,3.5399966,-1.886519,4.2898464,6.769047,2.5888126,0.0,0.051239013671875,1
-235.51993,155.23608,-33.661217,66.32674,-43.293358,-36.178528,-2.757342,-14.984414,-14.544644,-25.76867,10.822704,-7.5476646,-12.177356,7.252575,-15.901676,-14.878128,-4.0446296,4.2035666,-6.2514453,-12.757592,312.9680505286051,0.097320556640625,0
-199.53442,144.15012,-52.68252,42.502213,-15.442984,-17.480213,1.1696297,-14.652079,19.314104,-19.128021,-28.982574,7.980712,-6.3918457,-18.67131,-11.99773,-2.8830194,-12.100504,-14.835724,-1.4423718,-3.4280884,321.5738162908602,0.039093017578125,0
-298.2431,119.18212,8.948117,86.78523,9.513879,-17.038214,-4.490058,-21.933249,-6.30717,-24.712032,-13.7041645,1.7283868,-17.444342,-2.305875,4.2333775,-0.96300936,-3.5740652,-11.498737,-5.07697,-3.654993,222.6194178542178,0.078460693359375,1
-224.95576,161.43954,1.1592588,44.8918,-8.416557,-20.48035,-10.380039,-27.22642,-10.292357,-14.423813,-10.050325,-9.419428,-16.012026,-1.8514515,-5.4369445,-3.4984078,-1.8614635,-7.2142944,-1.8698158,-9.527248,237.06509991916235,0.035491943359375,1
-250.87778,125.18776,-23.59327,61.42778,-8.01881,-42.611282,-9.763239,-23.26351,-15.283732,-27.351767,-30.262917,-17.164103,-23.570759,-14.56079,-13.8174095,-10.149201,-2.2135832,-13.887961,-7.359786,1.3701973,191.60183501455043,0.093719482421875,1
-274.19904,206.04736,7.5364327,12.629753,-64.96518,-2.0216331,26.106716,-25.045406,1.1075253,-11.59135,-5.054306,5.9684544,-5.577407,4.0109725,-13.33309,-11.829834,-8.696833,-13.805286,-3.1513162,-12.682989,127.800848350698,0.05194091796875,1
-204.44803,175.49913,-50.614723,47.30166,-7.208322,3.2492435,-14.325493,-27.999722,13.135334,-17.882475,3.404402,9.115919,-3.886872,9.458299,-7.019283,-3.5596464,-4.041318,-2.6429577,-0.7636666,-13.277634,259.3892523173308,0.04736328125,0
-262.6187,159.19107,-15.957183,48.591377,-14.004947,-5.7592015,10.210459,-56.16809,-20.530394,10.618006,-4.4620357,-9.936291,-18.00943,-1.3302624,-2.6100643,-12.673857,-4.9329867,-13.770479,-11.741189,-1.4618192,194.8093169868764,0.0421142578125,1
-251.6026,115.85512,-9.870604,62.214233,11.557877,0.09516907,-4.13283,-7.4536653,9.92604,-16.341545,-5.111225,-3.745958,-6.5916977,8.933107,-8.233497,-1.6150196,3.7611778,-15.804929,-11.952348,-0.4169382,166.15449779182055,0.02606201171875,1
-266.09406,169.23126,-5.008543,30.946836,-53.110996,-38.703613,25.624353,-15.589985,-21.487492,-20.659367,-2.7272153,13.778021,-16.88739,6.6085787,6.230842,-26.20077,2.7136667,-6.8531585,-24.91413,5.8735566,0.0,0.071685791015625,1
-180.76067,166.92842,-59.288883,67.35903,-3.2070441,-8.968081,26.092682,-12.523115,7.049825,-4.8497066,-3.3768067,-1.370362,-18.277111,4.734194,-5.0804176,-5.3150606,3.1764317,-10.800076,6.143399,3.496573,179.2868023618201,0.05706787109375,1
-218.52505,170.71475,-15.006603,63.913002,10.926034,-14.786434,-4.560501,-15.825319,15.768421,-5.5322328,-16.527756,-5.2410135,-11.654648,7.9458346,-6.3051486,-17.199795,-0.3897004,-10.744816,-3.3350606,4.2652206,151.50191995443748,0.031158447265625,1
-254.33395,155.37671,-5.5708933,21.679981,-30.439829,-13.424564,5.2717457,-27.42129,9.305043,14.947695,8.877891,18.72433,4.0872183,8.118665,-3.8001304,-12.512182,3.170088,-1.0833957,3.8616781,1.0338452,144.79724345049348,0.077301025390625,1
-199.36008,157.06557,-20.115501,78.60372,-58.960785,-34.199253,12.267744,-34.534805,-4.437228,-19.537527,-11.131282,5.466787,-9.5922785,-1.2117243,-6.9546223,-5.976527,-9.365223,-11.156496,7.0030565,-6.8978257,166.17575334124385,0.067779541015625,1
-208.1811,199.26385,-52.30668,66.37416,-9.754124,-3.087843,-1.9628828,-32.313824,9.60939,2.196343,10.640042,-3.5397472,-8.448454,11.8132105,-0.5701311,7.322929,1.2253511,1.5686729,5.900286,-10.018045,112.70981923395696,0.050872802734375,1
-272.5072,184.71753,-3.2933326,46.52155,-16.330898,-3.8716624,5.0884833,-19.035324,-0.44803166,-14.171872,1.8778203,5.299411,-8.499512,1.2415447,-4.688713,-2.4577887,-5.550184,-6.81378,-3.4212964,-9.148631,141.8920432882533,0.064422607421875,1
-273.82837,142.29626,-0.8023505,54.37725,-4.063078,-41.66909,-20.813423,-25.016804,-24.613052,-26.776949,-20.739454,-12.13483,-3.2789369,-11.955235,-23.690166,-3.1524315,-3.3077087,-13.5112915,-5.5806465,-10.467407,265.43438961834994,0.045562744140625,0
-250.2351,126.578415,2.0789275,63.941048,-1.2329514,-0.85125864,17.626492,-19.295183,-3.4471793,-4.6057067,-13.164631,-6.9116974,-6.8173847,-7.5997257,-13.873352,-6.741768,-11.085648,-14.523109,-5.309326,-14.619997,358.19652878982805,0.04656982421875,0
-214.30948,197.58894,-33.028076,51.54076,-11.387088,-9.703932,6.1163707,-32.928474,6.0906277,6.8742085,-3.3362694,-6.14114,-11.931837,13.470674,5.5433483,-4.4045005,-0.2035814,-3.164928,1.1892482,-6.668671,155.62715139641335,0.0601806640625,1
-127.47344,204.53436,-42.30161,66.19728,-4.7098913,-10.865025,15.974757,-15.151329,9.823031,-7.6514316,-8.6777935,5.0199904,-5.2924843,5.8684864,5.1595,-0.63872886,-7.011439,-0.18927683,4.137038,-11.115705,68.11109230450657,0.04852294921875,1
-228.5425,150.23366,-19.141518,51.98784,4.222173,-1.4041836,2.1804554,-24.145363,4.133955,1.797927,4.210878,1.6586597,-10.299122,1.3494239,-8.873357,2.6399302,9.862478,-11.571514,-2.8026454,-3.6992865,167.2897238301538,0.030731201171875,1
-209.9354,168.39107,-66.155426,55.497295,-19.637438,5.420611,-4.859907,-25.456245,18.308779,-10.020944,8.977351,-8.122379,-15.380756,12.235413,-13.383892,-6.6938925,-3.538217,-8.46619,-1.8166518,-4.5728645,149.6483370126999,0.064788818359375,1
-224.78862,185.66626,-20.080082,27.829748,10.663546,-0.54663265,-2.9934332,-17.307652,7.104995,-2.5973763,-7.8051634,2.788467,-3.4345925,-1.9486271,-5.140027,-2.2347898,1.1675396,-8.2170925,-6.527556,-3.7327614,301.4653282485403,0.050323486328125,0
-255.7383,154.36244,-45.371746,-40.254986,-17.83352,-18.527527,-9.246717,-20.33028,-25.967323,-16.72703,-3.0221887,-8.558193,-29.895355,-24.507565,-18.593248,-19.703148,-6.0004034,-7.2357283,-8.939533,-2.9632368,305.8193122761653,0.075714111328125,0
-239.17224,102.951126,-24.727814,73.77776,-31.763193,-38.52322,-26.370071,-28.092758,7.5146713,-25.269575,-3.4606233,1.8790172,-18.426086,-6.1352663,-18.603827,-1.8083179,9.56887,11.530206,25.167189,16.176231,468.4128292571187,0.083465576171875,0
-209.45232,182.8188,-38.18663,48.725067,-9.488947,6.6910696,3.2312884,-43.883324,-8.126181,-13.884316,-9.396189,-6.7530985,-12.238173,4.715495,-6.3462505,-1.1015015,4.644714,-4.2762003,-3.5738406,-6.2216163,263.20741475405725,0.054534912109375,1
-249.7305,163.86185,9.581501,56.923607,6.2341943,-16.903473,-6.2994094,-30.920116,-15.732883,-13.426615,-13.666615,-0.5077292,-10.387124,-4.5502954,2.3109958,-4.619628,-3.5242138,-4.9655476,-5.0520496,-2.9928865,183.91191097069648,0.041015625,1
-227.2889,114.34723,-0.28162432,99.749405,-40.800182,-8.675773,5.1339645,-9.743788,23.22545,-10.798089,1.1583014,3.9870512,3.370966,2.356238,-5.3967214,5.5523815,-6.0716696,1.580061,0.89460814,-4.8943644,396.8513441449476,0.1756591796875,0
-269.9578,174.2771,4.1622977,60.48403,-19.391846,-38.56346,-10.393522,-17.973042,7.3093634,-13.419485,-16.940903,8.602579,-13.5545,-22.306309,-7.0960565,-9.504303,-17.570776,-8.553086,0.0028613806,-5.335081,133.19758562545766,0.040435791015625,0
-220.94562,194.75159,-45.288853,61.662727,11.6144705,-21.206263,1.7983801,-26.728134,-3.757423,-12.015146,-14.7243805,14.82224,-8.083164,-9.935383,3.2039924,-5.8305025,-5.500717,-6.615942,-3.5318213,-4.480952,173.39565251178868,0.046539306640625,1
-217.28223,159.34828,-25.614532,75.66651,-11.463192,-12.805268,4.501154,-28.05352,12.44441,-2.6264162,-5.2874064,7.7362366,-1.2090118,14.364695,-3.1185665,-0.3485706,19.325373,-3.0642345,-2.0729675,1.9570457,180.786068645274,0.03704833984375,1
-273.88474,142.41179,-9.444773,78.62585,15.090273,4.1899457,19.617203,-20.803886,-4.3953295,-4.9352703,-6.3812733,1.3782196,-9.97563,0.5030929,4.16764,-1.074101,3.1960716,-0.9771168,-6.2808723,-3.3050983,131.9737900550931,0.0401611328125,1
-291.66443,156.7026,8.331091,22.860989,-20.121798,-0.955733,15.851019,-7.360262,-7.344615,-20.75445,-12.304701,-7.550155,-9.384367,2.0336442,-7.5740213,-10.2707405,-2.8727102,-0.5511085,0.33881617,2.3521395,182.11796512746005,0.03375244140625,1
-183.05957,168.48102,-75.50099,22.475447,-21.717686,-23.744816,-4.5449643,-17.46799,7.6596346,-18.89904,-7.560215,2.1717234,-30.549364,-10.560659,-2.5612235,-17.84502,-3.7674289,8.833397,-1.0827465,-7.6350365,258.12812152339984,0.088531494140625,0
-352.5216,143.43124,55.509857,39.17827,15.916608,-5.747265,-15.553285,-16.706879,10.0668545,20.563845,-7.6618915,-15.694284,8.052921,10.621718,-6.6550827,-4.3606987,-0.8772464,-5.9866066,-0.7478184,-4.275162,0.0,0.045166015625,1
-237.47025,119.44228,-18.941565,45.316467,-48.635506,-31.336348,-1.6418751,-46.44487,-14.804166,-8.8439045,-17.105896,-10.929334,-10.587229,-5.9890676,-7.955024,-1.0709779,-0.6891619,1.1384988,4.3970337,-2.9765358,273.592403947379,0.069061279296875,0
